2023-03-30T17:50:11.015+09:00,nozerose,KeyEvent,97:65:0,_051___Abstraction___Temperature,Editor,/Users/nozerose/Library/Application Support/JetBrains/CLion2022.3/plugins/activity-tracker/ide-events.csv,,0,0,Changes
2023-03-30T17:50:19.517+09:00,nozerose,Action,RevealIn,_051___Abstraction___Temperature,Popup,/Users/nozerose/Library/Application Support/JetBrains/CLion2022.3/plugins/activity-tracker/ide-events.csv,,0,0,Changes
